datetime,day of week,product,quantity
2019-08-24 11:14,Sat,plain bread,1.0
2019-08-24 11:14,Sat,tiramisu croissant,1.0
2019-08-24 11:14,Sat,angbutter,2.0
2019-08-24 11:14,Sat,angbutter,1.0
2019-08-24 11:18,Sat,croissant,1.0
2019-08-24 11:18,Sat,wiener,2.0
2019-08-24 11:18,Sat,angbutter,3.0
2019-08-24 11:19,Sat,croissant,3.0
2019-08-24 11:19,Sat,angbutter,1.0
2019-08-24 11:42,Sat,americano,1.0
2019-08-24 11:42,Sat,croissant,1.0
2019-08-24 11:42,Sat,angbutter,1.0
2019-08-24 11:51,Sat,angbutter,2.0
2019-08-24 11:51,Sat,cacao deep,1.0
2019-08-24 11:55,Sat,croissant,2.0
2019-08-24 11:55,Sat,gateau chocolat,1.0
2019-08-24 11:55,Sat,plain bread,1.0
2019-08-24 11:55,Sat,caffe latte,1.0
2019-08-24 12:28,Sat,pandoro,1.0
2019-08-24 12:28,Sat,orange pound,1.0
2019-08-24 12:28,Sat,angbutter,1.0
2019-08-24 12:56,Sat,almond croissant,1.0
2019-08-24 12:56,Sat,angbutter,1.0
2019-08-24 12:56,Sat,plain bread,2.0
2019-08-24 12:56,Sat,cacao deep,1.0
2019-08-24 13:07,Sat,angbutter,1.0
2019-08-24 13:07,Sat,caffe latte,1.0
2019-08-24 13:07,Sat,plain bread,1.0
2019-08-24 14:13,Sat,almond croissant,1.0
2019-08-24 14:13,Sat,merinque cookies,1.0
2019-08-24 14:13,Sat,angbutter,1.0
2019-08-25 11:02,Sun,angbutter,3.0
2019-08-25 11:04,Sun,americano,1.0
2019-08-25 11:04,Sun,tiramisu croissant,1.0
2019-08-25 11:04,Sun,angbutter,1.0
2019-08-25 11:06,Sun,pain au chocolat,1.0
2019-08-25 11:06,Sun,almond croissant,1.0
2019-08-25 11:06,Sun,wiener,1.0
2019-08-25 11:06,Sun,angbutter,1.0
2019-08-25 11:18,Sun,angbutter,1.0
2019-08-25 11:18,Sun,plain bread,1.0
2019-08-25 11:18,Sun,wiener,2.0
2019-08-25 11:53,Sun,jam,1.0
2019-08-25 11:53,Sun,croissant,1.0
2019-08-25 11:53,Sun,angbutter,1.0
2019-08-25 11:53,Sun,plain bread,1.0
2019-08-25 12:02,Sun,pandoro,1.0
2019-08-25 12:02,Sun,angbutter,1.0
2019-08-25 12:02,Sun,tiramisu croissant,1.0
2019-08-25 12:05,Sun,wiener,1.0
2019-08-25 12:05,Sun,pain au chocolat,3.0
2019-08-25 12:05,Sun,angbutter,2.0
2019-08-25 12:05,Sun,angbutter,2.0
2019-08-25 12:23,Sun,vanila latte,1.0
2019-08-25 12:23,Sun,croissant,1.0
2019-08-25 12:23,Sun,angbutter,1.0
2019-08-25 12:23,Sun,pain au chocolat,1.0
2019-08-25 12:23,Sun,caffe latte,1.0
2019-08-25 12:23,Sun,wiener,1.0
2019-08-25 12:43,Sun,angbutter,3.0
2019-08-25 12:48,Sun,angbutter,1.0
2019-08-25 12:48,Sun,tiramisu croissant,1.0
2019-08-25 12:48,Sun,gateau chocolat,1.0
2019-08-25 13:13,Sun,angbutter,2.0
2019-08-25 13:13,Sun,cacao deep,1.0
2019-08-26 11:16,Mon,pandoro,1.0
2019-08-26 11:16,Mon,angbutter,1.0
2019-08-26 11:16,Mon,wiener,1.0
2019-08-26 11:16,Mon,americano,1.0
2019-08-26 11:17,Mon,plain bread,1.0
2019-08-26 11:17,Mon,angbutter,3.0
2019-08-26 11:30,Mon,wiener,2.0
2019-08-26 11:30,Mon,croissant,1.0
2019-08-26 11:30,Mon,cacao deep,1.0
2019-08-26 11:30,Mon,pain au chocolat,1.0
2019-08-26 11:49,Mon,tiramisu croissant,2.0
2019-08-26 11:49,Mon,pandoro,1.0
2019-08-26 12:05,Mon,croissant,1.0
2019-08-26 12:05,Mon,tiramisu croissant,1.0
2019-08-26 12:05,Mon,angbutter,1.0
2019-08-26 14:25,Mon,pandoro,1.0
2019-08-26 14:25,Mon,cacao deep,1.0
2019-08-26 14:25,Mon,angbutter,1.0
2019-08-26 15:48,Mon,tiramisu croissant,2.0
2019-08-26 15:48,Mon,angbutter,2.0
2019-08-26 16:06,Mon,americano,1.0
2019-08-26 16:06,Mon,cacao deep,2.0
2019-08-26 16:11,Mon,angbutter,1.0
2019-08-26 16:11,Mon,almond croissant,1.0
2019-08-26 16:11,Mon,wiener,1.0
2019-08-26 16:11,Mon,orange pound,1.0
2019-08-26 16:11,Mon,tiramisu croissant,1.0
2019-08-28 11:19,Wed,angbutter,1.0
2019-08-28 11:19,Wed,plain bread,1.0
2019-08-28 11:19,Wed,wiener,1.0
2019-08-28 11:19,Wed,croissant,1.0
2019-08-28 11:30,Wed,angbutter,2.0
2019-08-28 11:30,Wed,milk tea,3.0
2019-08-28 11:30,Wed,tiramisu croissant,2.0
2019-08-28 12:20,Wed,angbutter,3.0
2019-08-28 12:20,Wed,pain au chocolat,2.0
2019-08-28 12:20,Wed,croissant,2.0
2019-08-28 12:24,Wed,milk tea,1.0
2019-08-28 12:24,Wed,pandoro,1.0
2019-08-28 12:24,Wed,tiramisu croissant,1.0
2019-08-28 12:24,Wed,wiener,1.0
2019-08-28 12:46,Wed,angbutter,2.0
2019-08-28 12:46,Wed,croissant,2.0
2019-08-28 13:42,Wed,angbutter,1.0
2019-08-28 13:42,Wed,pandoro,1.0
2019-08-28 13:42,Wed,pain au chocolat,1.0
2019-08-28 13:57,Wed,angbutter,3.0
2019-08-28 13:57,Wed,almond croissant,1.0
2019-08-28 13:57,Wed,caffe latte,1.0
2019-08-28 13:57,Wed,americano,2.0
2019-08-28 14:05,Wed,caffe latte,1.0
2019-08-28 14:05,Wed,angbutter,1.0
2019-08-28 14:05,Wed,pandoro,1.0
2019-08-28 14:05,Wed,plain bread,1.0
2019-08-29 11:04,Thur,angbutter,1.0
2019-08-29 11:04,Thur,pain au chocolat,1.0
2019-08-29 11:04,Thur,plain bread,2.0
2019-08-29 11:04,Thur,wiener,2.0
2019-08-29 12:25,Thur,milk tea,1.0
2019-08-29 12:25,Thur,croissant,2.0
2019-08-29 12:25,Thur,angbutter,1.0
2019-08-29 12:35,Thur,almond croissant,1.0
2019-08-29 12:35,Thur,angbutter,2.0
2019-08-29 13:12,Thur,vanila latte,2.0
2019-08-29 13:12,Thur,berry ade,2.0
2019-08-29 13:12,Thur,americano,1.0
2019-08-29 13:28,Thur,americano,2.0
2019-08-29 13:28,Thur,almond croissant,1.0
2019-08-29 13:28,Thur,plain bread,2.0
2019-08-29 13:28,Thur,angbutter,6.0
2019-08-29 13:28,Thur,croissant,1.0
2019-08-29 14:01,Thur,angbutter,6.0
2019-08-29 14:31,Thur,caffe latte,1.0
2019-08-29 14:31,Thur,croissant,1.0
2019-08-29 14:31,Thur,orange pound,1.0
2019-08-29 15:08,Thur,croissant,1.0
2019-08-29 15:08,Thur,wiener,2.0
2019-08-29 15:08,Thur,vanila latte,1.0
2019-08-29 16:15,Thur,jam,1.0
2019-08-29 16:15,Thur,pain au chocolat,1.0
2019-08-29 16:15,Thur,plain bread,1.0
2019-08-29 16:15,Thur,orange pound,1.0
2019-08-29 16:15,Thur,merinque cookies,1.0
2019-08-29 16:45,Thur,pandoro,1.0
2019-08-29 16:45,Thur,tiramisu croissant,1.0
2019-08-29 16:45,Thur,almond croissant,1.0
2019-08-29 16:45,Thur,cacao deep,1.0
2019-08-29 16:45,Thur,angbutter,1.0
2019-08-29 16:46,Thur,pandoro,1.0
2019-08-29 16:46,Thur,gateau chocolat,1.0
2019-08-29 16:46,Thur,angbutter,1.0
2019-08-30 11:10,Fri,angbutter,3.0
2019-08-30 11:16,Fri,vanila latte,1.0
2019-08-30 11:16,Fri,plain bread,1.0
2019-08-30 11:16,Fri,angbutter,1.0
2019-08-30 11:18,Fri,angbutter,6.0
2019-08-30 11:18,Fri,americano,1.0
2019-08-30 11:18,Fri,orange pound,1.0
2019-08-30 11:36,Fri,orange pound,2.0
2019-08-30 11:36,Fri,angbutter,2.0
2019-08-30 13:10,Fri,americano,1.0
2019-08-30 13:10,Fri,croissant,1.0
2019-08-30 13:10,Fri,angbutter,1.0
2019-08-30 14:13,Fri,pain au chocolat,1.0
2019-08-30 14:13,Fri,croissant,1.0
2019-08-30 14:13,Fri,pandoro,1.0
2019-08-30 14:13,Fri,wiener,1.0
2019-08-30 14:30,Fri,angbutter,4.0
2019-08-30 15:00,Fri,pain au chocolat,2.0
2019-08-30 15:00,Fri,orange pound,1.0
2019-08-30 15:00,Fri,angbutter,2.0
2019-08-30 15:05,Fri,angbutter,1.0
2019-08-30 15:05,Fri,vanila latte,1.0
2019-08-30 15:05,Fri,jam,1.0
2019-08-30 15:05,Fri,plain bread,1.0
2019-08-30 15:05,Fri,pain au chocolat,1.0
2019-08-30 15:25,Fri,caffe latte,2.0
2019-08-30 15:25,Fri,lemon ade,1.0
2019-08-30 15:25,Fri,americano,2.0
2019-08-30 15:25,Fri,angbutter,1.0
2019-08-30 15:39,Fri,almond croissant,1.0
2019-08-30 15:39,Fri,tiramisu croissant,2.0
2019-08-30 16:18,Fri,plain bread,1.0
2019-08-30 16:18,Fri,angbutter,1.0
2019-08-30 16:18,Fri,tiramisu croissant,1.0
2019-08-30 16:18,Fri,americano,1.0
2019-08-31 11:15,Sat,gateau chocolat,1.0
2019-08-31 11:15,Sat,tiramisu croissant,1.0
2019-08-31 11:15,Sat,pain au chocolat,1.0
2019-08-31 11:15,Sat,angbutter,1.0
2019-08-31 11:20,Sat,pain au chocolat,1.0
2019-08-31 11:20,Sat,wiener,1.0
2019-08-31 11:20,Sat,croissant,1.0
2019-08-31 11:20,Sat,angbutter,1.0
2019-08-31 11:37,Sat,tiramisu croissant,1.0
2019-08-31 11:37,Sat,angbutter,1.0
2019-08-31 11:37,Sat,plain bread,1.0
2019-08-31 12:31,Sat,wiener,1.0
2019-08-31 12:31,Sat,croissant,1.0
2019-08-31 12:31,Sat,pain au chocolat,1.0
2019-08-31 12:31,Sat,angbutter,1.0
2019-08-31 12:34,Sat,tiramisu croissant,1.0
2019-08-31 12:34,Sat,pain au chocolat,1.0
2019-08-31 12:34,Sat,angbutter,1.0
2019-08-31 13:16,Sat,plain bread,4.0
2019-08-31 14:50,Sat,angbutter,2.0
2019-08-31 14:50,Sat,milk tea,1.0
2019-08-31 15:27,Sat,caffe latte,1.0
2019-08-31 15:27,Sat,angbutter,2.0
2019-09-01 11:05,Sun,almond croissant,1.0
2019-09-01 11:05,Sun,pandoro,1.0
2019-09-01 11:05,Sun,cacao deep,1.0
2019-09-01 11:05,Sun,angbutter,1.0
2019-09-01 11:05,Sun,pain au chocolat,1.0
2019-09-01 11:22,Sun,orange pound,1.0
2019-09-01 11:22,Sun,angbutter,1.0
2019-09-01 11:22,Sun,pain au chocolat,1.0
2019-09-01 11:40,Sun,plain bread,1.0
2019-09-01 11:40,Sun,angbutter,2.0
2019-09-01 11:40,Sun,croissant,1.0
2019-09-01 11:40,Sun,pain au chocolat,1.0
2019-09-01 12:04,Sun,pain au chocolat,1.0
2019-09-01 12:04,Sun,caffe latte,1.0
2019-09-01 12:04,Sun,angbutter,2.0
2019-09-01 12:07,Sun,jam,1.0
2019-09-01 12:07,Sun,plain bread,1.0
2019-09-01 12:07,Sun,angbutter,2.0
2019-09-01 12:25,Sun,plain bread,1.0
2019-09-01 12:25,Sun,angbutter,2.0
2019-09-01 12:25,Sun,gateau chocolat,1.0
2019-09-01 12:25,Sun,cacao deep,1.0
2019-09-01 12:39,Sun,pain au chocolat,1.0
2019-09-01 12:39,Sun,plain bread,1.0
2019-09-01 12:39,Sun,angbutter,1.0
2019-09-01 12:39,Sun,orange pound,2.0
2019-09-01 12:39,Sun,cacao deep,1.0
2019-09-01 13:56,Sun,orange pound,1.0
2019-09-01 13:56,Sun,gateau chocolat,1.0
2019-09-01 13:56,Sun,tiramisu croissant,1.0
2019-09-01 14:05,Sun,gateau chocolat,1.0
2019-09-01 14:05,Sun,croissant,1.0
2019-09-01 14:05,Sun,angbutter,1.0
2019-09-01 14:05,Sun,americano,2.0
2019-09-01 14:05,Sun,pain au chocolat,2.0
2019-09-01 14:05,Sun,cacao deep,1.0
2019-09-01 14:35,Sun,croissant,1.0
2019-09-01 14:35,Sun,angbutter,1.0
2019-09-01 14:35,Sun,pandoro,1.0
2019-09-01 14:43,Sun,almond croissant,1.0
2019-09-01 14:43,Sun,vanila latte,1.0
2019-09-01 14:43,Sun,angbutter,1.0
2019-09-01 15:04,Sun,angbutter,2.0
2019-09-01 15:04,Sun,orange pound,1.0
2019-09-02 12:12,Mon,orange pound,1.0
2019-09-02 12:12,Mon,croissant,1.0
2019-09-02 12:12,Mon,pandoro,1.0
2019-09-02 12:12,Mon,wiener,1.0
2019-09-02 12:12,Mon,angbutter,3.0
2019-09-02 14:17,Mon,vanila latte,1.0
2019-09-02 14:17,Mon,berry ade,1.0
2019-09-02 14:17,Mon,tiramisu croissant,1.0
2019-09-02 14:17,Mon,angbutter,1.0
2019-09-02 14:30,Mon,cacao deep,1.0
2019-09-02 14:30,Mon,pandoro,1.0
2019-09-02 14:30,Mon,almond croissant,2.0
2019-09-02 14:30,Mon,angbutter,1.0
2019-09-02 15:13,Mon,croissant,1.0
2019-09-02 15:13,Mon,wiener,1.0
2019-09-02 15:13,Mon,pandoro,2.0
2019-09-02 15:13,Mon,vanila latte,1.0
2019-09-02 15:13,Mon,almond croissant,1.0
2019-09-02 15:13,Mon,tiramisu croissant,2.0
2019-09-02 15:16,Mon,angbutter,1.0
2019-09-02 15:24,Mon,cacao deep,1.0
2019-09-02 15:24,Mon,pandoro,1.0
2019-09-02 15:24,Mon,almond croissant,1.0
2019-09-04 11:49,Wed,tiramisu croissant,1.0
2019-09-04 11:49,Wed,caffe latte,1.0
2019-09-04 11:49,Wed,pain au chocolat,1.0
2019-09-04 11:49,Wed,orange pound,1.0
2019-09-04 11:49,Wed,americano,1.0
2019-09-04 12:04,Wed,cacao deep,1.0
2019-09-04 12:04,Wed,angbutter,1.0
2019-09-04 12:04,Wed,americano,1.0
2019-09-04 12:06,Wed,tiramisu croissant,1.0
2019-09-04 12:06,Wed,angbutter,1.0
2019-09-04 12:06,Wed,gateau chocolat,1.0
2019-09-04 12:06,Wed,croissant,1.0
2019-09-04 12:31,Wed,angbutter,1.0
2019-09-04 12:31,Wed,milk tea,1.0
2019-09-04 12:31,Wed,gateau chocolat,1.0
2019-09-04 12:31,Wed,croissant,1.0
2019-09-04 12:58,Wed,pain au chocolat,1.0
2019-09-04 12:58,Wed,plain bread,1.0
2019-09-04 12:58,Wed,pandoro,1.0
2019-09-04 12:58,Wed,croissant,1.0
2019-09-04 13:19,Wed,angbutter,1.0
2019-09-04 13:19,Wed,wiener,2.0
2019-09-04 13:19,Wed,croissant,1.0
2019-09-04 13:19,Wed,merinque cookies,1.0
2019-09-04 13:31,Wed,tiramisu croissant,1.0
2019-09-04 13:31,Wed,americano,1.0
2019-09-04 13:31,Wed,angbutter,1.0
2019-09-04 13:42,Wed,cacao deep,1.0
2019-09-04 13:42,Wed,gateau chocolat,1.0
2019-09-04 13:42,Wed,pain au chocolat,1.0
2019-09-04 13:42,Wed,angbutter,3.0
2019-09-04 13:53,Wed,angbutter,1.0
2019-09-04 13:53,Wed,jam,1.0
2019-09-04 13:53,Wed,cacao deep,1.0
2019-09-04 13:53,Wed,plain bread,1.0
2019-09-04 13:53,Wed,pain au chocolat,1.0
2019-09-04 13:53,Wed,croissant,1.0
2019-09-04 14:52,Wed,orange pound,1.0
2019-09-04 14:52,Wed,gateau chocolat,2.0
2019-09-04 14:52,Wed,tiramisu croissant,1.0
2019-09-04 14:52,Wed,croissant,2.0
2019-09-04 14:54,Wed,angbutter,1.0
2019-09-04 14:54,Wed,tiramisu croissant,1.0
2019-09-04 14:54,Wed,plain bread,1.0
2019-09-04 15:26,Wed,americano,2.0
2019-09-04 15:26,Wed,jam,2.0
2019-09-04 15:26,Wed,plain bread,2.0
2019-09-04 15:26,Wed,angbutter,2.0
2019-09-04 15:26,Wed,pain au chocolat,2.0
2019-09-04 15:26,Wed,milk tea,1.0
2019-09-04 16:28,Wed,croissant,2.0
2019-09-04 16:28,Wed,angbutter,2.0
2019-09-05 11:15,Thur,angbutter,4.0
2019-09-05 11:15,Thur,cacao deep,1.0
2019-09-05 11:15,Thur,wiener,1.0
2019-09-05 11:27,Thur,croissant,1.0
2019-09-05 11:27,Thur,angbutter,1.0
2019-09-05 11:27,Thur,plain bread,2.0
2019-09-05 11:27,Thur,orange pound,1.0
2019-09-05 11:47,Thur,angbutter,2.0
2019-09-05 11:47,Thur,plain bread,1.0
2019-09-05 12:12,Thur,orange pound,1.0
2019-09-05 12:12,Thur,vanila latte,1.0
2019-09-05 12:12,Thur,angbutter,1.0
2019-09-05 12:12,Thur,gateau chocolat,1.0
2019-09-05 12:21,Thur,angbutter,3.0
2019-09-05 12:24,Thur,pain au chocolat,1.0
2019-09-05 12:24,Thur,angbutter,2.0
2019-09-05 12:24,Thur,wiener,1.0
2019-09-05 13:30,Thur,angbutter,2.0
2019-09-05 13:30,Thur,americano,1.0
2019-09-05 13:49,Thur,gateau chocolat,1.0
2019-09-05 13:49,Thur,tiramisu croissant,1.0
2019-09-05 13:49,Thur,angbutter,2.0
2019-09-05 14:30,Thur,angbutter,4.0
2019-09-05 14:30,Thur,pain au chocolat,1.0
2019-09-05 14:30,Thur,plain bread,1.0
2019-09-05 14:46,Thur,plain bread,1.0
2019-09-05 14:46,Thur,tiramisu croissant,1.0
2019-09-05 14:46,Thur,cacao deep,1.0
2019-09-05 14:46,Thur,angbutter,1.0
2019-09-05 15:39,Thur,milk tea,1.0
2019-09-05 15:39,Thur,angbutter,2.0
2019-09-05 15:46,Thur,tiramisu croissant,1.0
2019-09-05 15:46,Thur,pain au chocolat,1.0
2019-09-05 15:46,Thur,angbutter,1.0
2019-09-05 15:50,Thur,angbutter,2.0
2019-09-05 15:50,Thur,wiener,1.0
2019-09-06 11:14,Fri,angbutter,1.0
2019-09-06 11:14,Fri,wiener,1.0
2019-09-06 11:14,Fri,croissant,2.0
2019-09-06 11:30,Fri,tiramisu croissant,1.0
2019-09-06 11:30,Fri,angbutter,1.0
2019-09-06 11:30,Fri,pain au chocolat,1.0
2019-09-06 12:09,Fri,jam,1.0
2019-09-06 12:09,Fri,plain bread,1.0
2019-09-06 12:09,Fri,angbutter,1.0
2019-09-06 12:09,Fri,pain au chocolat,1.0
2019-09-06 13:46,Fri,tiramisu croissant,1.0
2019-09-06 13:46,Fri,pandoro,1.0
2019-09-06 13:46,Fri,angbutter,1.0
2019-09-06 13:46,Fri,cacao deep,1.0
2019-09-06 15:06,Fri,gateau chocolat,1.0
2019-09-06 15:06,Fri,angbutter,4.0
2019-09-06 16:29,Fri,almond croissant,2.0
2019-09-06 16:29,Fri,orange pound,1.0
2019-09-06 16:29,Fri,croissant,2.0
2019-09-06 16:29,Fri,angbutter,2.0
2019-09-06 16:29,Fri,gateau chocolat,2.0
2019-09-07 11:06,Sat,orange pound,2.0
2019-09-07 11:06,Sat,gateau chocolat,2.0
2019-09-07 11:10,Sat,vanila latte,1.0
2019-09-07 11:10,Sat,croissant,1.0
2019-09-07 11:10,Sat,americano,1.0
2019-09-07 11:10,Sat,angbutter,2.0
2019-09-07 11:15,Sat,jam,1.0
2019-09-07 11:15,Sat,plain bread,2.0
2019-09-07 11:15,Sat,tiramisu croissant,1.0
2019-09-07 11:15,Sat,angbutter,1.0
2019-09-07 11:18,Sat,angbutter,2.0
2019-09-07 11:18,Sat,orange pound,1.0
2019-09-07 11:40,Sat,angbutter,1.0
2019-09-07 11:40,Sat,tiramisu croissant,1.0
2019-09-07 11:40,Sat,croissant,1.0
2019-09-07 11:42,Sat,cacao deep,1.0
2019-09-07 11:42,Sat,angbutter,1.0
2019-09-07 11:42,Sat,croissant,1.0
2019-09-07 11:42,Sat,pandoro,1.0
2019-09-07 11:47,Sat,croissant,1.0
2019-09-07 11:47,Sat,tiramisu croissant,2.0
2019-09-07 11:47,Sat,almond croissant,1.0
2019-09-07 11:47,Sat,plain bread,1.0
2019-09-07 11:57,Sat,gateau chocolat,1.0
2019-09-07 11:57,Sat,americano,2.0
2019-09-07 11:57,Sat,almond croissant,2.0
2019-09-07 12:00,Sat,orange pound,1.0
2019-09-07 12:00,Sat,cacao deep,1.0
2019-09-07 12:00,Sat,angbutter,1.0
2019-09-07 12:05,Sat,plain bread,1.0
2019-09-07 12:05,Sat,pandoro,1.0
2019-09-07 12:05,Sat,angbutter,1.0
2019-09-07 12:05,Sat,gateau chocolat,1.0
2019-09-07 12:39,Sat,plain bread,1.0
2019-09-07 12:39,Sat,angbutter,2.0
2019-09-07 15:22,Sat,plain bread,2.0
2019-09-07 15:22,Sat,orange pound,1.0
2019-09-07 15:22,Sat,milk tea,1.0
2019-09-07 15:22,Sat,jam,3.0
2019-09-07 15:22,Sat,gateau chocolat,1.0
2019-09-07 16:12,Sat,gateau chocolat,2.0
2019-09-07 16:12,Sat,angbutter,3.0
2019-09-07 16:12,Sat,plain bread,1.0
2019-09-07 16:23,Sat,angbutter,3.0
2019-09-07 16:23,Sat,croissant,1.0
2019-09-07 16:23,Sat,plain bread,1.0
2019-09-07 16:23,Sat,merinque cookies,1.0
2019-09-08 11:08,Sun,vanila latte,2.0
2019-09-08 11:08,Sun,almond croissant,1.0
2019-09-08 11:08,Sun,angbutter,2.0
2019-09-08 11:27,Sun,tiramisu croissant,1.0
2019-09-08 11:27,Sun,pain au chocolat,1.0
2019-09-08 11:27,Sun,angbutter,1.0
2019-09-08 11:37,Sun,tiramisu croissant,1.0
2019-09-08 11:37,Sun,plain bread,1.0
2019-09-08 11:37,Sun,croissant,2.0
2019-09-08 11:37,Sun,lemon ade,1.0
2019-09-08 11:37,Sun,milk tea,1.0
2019-09-08 11:56,Sun,angbutter,3.0
2019-09-09 11:12,Mon,angbutter,1.0
2019-09-09 11:12,Mon,gateau chocolat,1.0
2019-09-09 11:12,Mon,pandoro,1.0
2019-09-09 11:12,Mon,tiramisu croissant,1.0
2019-09-09 11:12,Mon,croissant,1.0
2019-09-09 12:04,Mon,angbutter,2.0
2019-09-09 12:04,Mon,pain au chocolat,1.0
2019-09-09 12:04,Mon,cacao deep,1.0
2019-09-09 12:04,Mon,plain bread,1.0
2019-09-09 13:01,Mon,angbutter,1.0
2019-09-09 13:01,Mon,croissant,1.0
2019-09-09 13:01,Mon,pandoro,1.0
2019-09-09 13:12,Mon,caffe latte,1.0
2019-09-09 13:12,Mon,angbutter,1.0
2019-09-09 13:12,Mon,plain bread,1.0
2019-09-09 13:23,Mon,plain bread,1.0
2019-09-09 13:23,Mon,americano,1.0
2019-09-09 13:23,Mon,milk tea,1.0
2019-09-09 13:23,Mon,tiramisu croissant,1.0
2019-09-09 13:23,Mon,jam,1.0
2019-09-09 14:17,Mon,plain bread,1.0
2019-09-09 14:17,Mon,angbutter,1.0
2019-09-09 14:17,Mon,americano,1.0
2019-09-09 14:17,Mon,pain au chocolat,1.0
2019-09-09 14:44,Mon,pain au chocolat,1.0
2019-09-09 14:44,Mon,angbutter,2.0
2019-09-09 14:49,Mon,angbutter,3.0
2019-09-09 14:49,Mon,cacao deep,1.0
2019-09-09 15:42,Mon,plain bread,1.0
2019-09-09 15:42,Mon,cacao deep,1.0
2019-09-09 15:42,Mon,angbutter,1.0
2019-09-09 15:42,Mon,croissant,2.0
2019-09-09 15:42,Mon,angbutter,3.0
2019-09-09 15:42,Mon,pandoro,1.0
2019-09-09 16:01,Mon,angbutter,2.0
2019-09-09 16:01,Mon,croissant,2.0
2019-09-11 11:13,Wed,angbutter,6.0
2019-09-11 11:13,Wed,pandoro,1.0
2019-09-11 11:13,Wed,wiener,1.0
2019-09-11 11:13,Wed,tiramisu croissant,1.0
2019-09-11 11:25,Wed,angbutter,2.0
2019-09-11 11:25,Wed,cacao deep,1.0
2019-09-11 13:06,Wed,angbutter,1.0
2019-09-11 13:06,Wed,americano,1.0
2019-09-11 13:06,Wed,pain au chocolat,1.0
2019-09-11 13:08,Wed,angbutter,3.0
2019-09-11 13:08,Wed,caffe latte,1.0
2019-09-11 13:08,Wed,plain bread,1.0
2019-09-11 13:21,Wed,orange pound,1.0
2019-09-11 13:21,Wed,angbutter,3.0
2019-09-11 13:21,Wed,cacao deep,2.0
2019-09-11 13:21,Wed,croissant,1.0
2019-09-11 14:22,Wed,americano,1.0
2019-09-11 14:22,Wed,orange pound,1.0
2019-09-11 14:22,Wed,angbutter,1.0
2019-09-11 14:48,Wed,wiener,1.0
2019-09-11 14:48,Wed,angbutter,1.0
2019-09-11 14:48,Wed,pain au chocolat,1.0
2019-09-11 14:48,Wed,croissant,1.0
2019-09-11 14:57,Wed,plain bread,1.0
2019-09-11 14:57,Wed,gateau chocolat,1.0
2019-09-11 14:57,Wed,milk tea,1.0
2019-09-11 14:57,Wed,orange pound,1.0
2019-09-11 14:57,Wed,angbutter,1.0
2019-09-11 14:57,Wed,jam,1.0
2019-09-11 15:28,Wed,angbutter,3.0
2019-09-11 15:30,Wed,tiramisu croissant,1.0
2019-09-11 15:30,Wed,angbutter,1.0
2019-09-11 15:30,Wed,gateau chocolat,1.0
2019-09-12 11:13,Thur,cacao deep,1.0
2019-09-12 11:13,Thur,vanila latte,1.0
2019-09-12 11:13,Thur,almond croissant,1.0
2019-09-12 11:16,Thur,angbutter,1.0
2019-09-12 11:16,Thur,americano,1.0
2019-09-12 11:16,Thur,wiener,2.0
2019-09-12 12:00,Thur,croissant,1.0
2019-09-12 12:00,Thur,angbutter,1.0
2019-09-12 12:00,Thur,cacao deep,1.0
2019-09-12 12:01,Thur,plain bread,1.0
2019-09-12 12:01,Thur,cacao deep,1.0
2019-09-12 12:01,Thur,jam,1.0
2019-09-12 12:01,Thur,angbutter,1.0
2019-09-12 12:01,Thur,americano,1.0
2019-09-12 12:26,Thur,angbutter,3.0
2019-09-12 12:40,Thur,americano,2.0
2019-09-12 12:40,Thur,angbutter,1.0
2019-09-12 12:40,Thur,tiramisu croissant,1.0
2019-09-12 12:40,Thur,cacao deep,1.0
2019-09-12 12:45,Thur,pain au chocolat,2.0
2019-09-12 12:45,Thur,croissant,1.0
2019-09-12 12:45,Thur,angbutter,2.0
2019-09-12 13:25,Thur,angbutter,2.0
2019-09-12 13:25,Thur,croissant,1.0
2019-09-12 13:43,Thur,wiener,2.0
2019-09-12 13:43,Thur,angbutter,1.0
2019-09-12 13:43,Thur,cacao deep,1.0
2019-09-12 13:51,Thur,orange pound,1.0
2019-09-12 13:51,Thur,angbutter,2.0
2019-09-12 13:51,Thur,croissant,1.0
2019-09-12 13:51,Thur,tiramisu croissant,1.0
2019-09-12 13:51,Thur,plain bread,1.0
2019-09-14 11:07,Sat,croissant,1.0
2019-09-14 11:07,Sat,pandoro,1.0
2019-09-14 11:07,Sat,pain au chocolat,1.0
2019-09-14 11:07,Sat,angbutter,1.0
2019-09-14 11:07,Sat,almond croissant,1.0
2019-09-14 11:15,Sat,pandoro,1.0
2019-09-14 11:15,Sat,croissant,3.0
2019-09-14 11:15,Sat,wiener,1.0
2019-09-14 11:18,Sat,cacao deep,1.0
2019-09-14 11:18,Sat,gateau chocolat,1.0
2019-09-14 11:18,Sat,plain bread,1.0
2019-09-14 11:18,Sat,orange pound,1.0
2019-09-14 11:18,Sat,tiramisu croissant,1.0
2019-09-14 11:35,Sat,tiramisu croissant,2.0
2019-09-14 11:35,Sat,angbutter,3.0
2019-09-14 11:41,Sat,angbutter,2.0
2019-09-14 11:41,Sat,croissant,1.0
2019-09-14 12:06,Sat,cacao deep,1.0
2019-09-14 12:06,Sat,vanila latte,1.0
2019-09-14 12:06,Sat,angbutter,1.0
